image_path,mineral,durete
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0849.jpg,pyrit,6.25
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0850.jpg,pyrit,6.29
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0851.jpg,pyrit,6.46
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0852.jpg,pyrit,6.02
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0853.jpg,pyrit,6.29
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0854.jpg,pyrit,6.43
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0855.jpg,pyrit,6.12
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0856.jpg,pyrit,6.44
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0857.jpg,pyrit,6.01
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0858.jpg,pyrit,6.37
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0859.jpg,pyrit,6.47
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0860.jpg,pyrit,6.33
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0861.jpg,pyrit,6.22
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0862.jpg,pyrit,6.02
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0863.jpg,pyrit,6.46
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0864.jpg,pyrit,6.24
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0865.jpg,pyrit,6.01
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0866.jpg,pyrit,6.34
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0867.jpg,pyrit,6.24
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0868.jpg,pyrit,6.06
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0869.jpg,pyrit,6.11
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0870.jpg,pyrit,6.03
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0871.jpg,pyrit,6.29
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0872.jpg,pyrit,6.31
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0873.jpg,pyrit,6.25
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0874.jpg,pyrit,6.41
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0875.jpg,pyrit,6.43
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0876.jpg,pyrit,6.31
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0877.jpg,pyrit,6.01
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0878.jpg,pyrit,6.35
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0879.jpg,pyrit,6.21
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0880.jpg,pyrit,6.28
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0881.jpg,pyrit,6.32
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0882.jpg,pyrit,6.18
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0883.jpg,pyrit,6.46
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0884.jpg,pyrit,6.07
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0885.jpg,pyrit,6.34
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0886.jpg,pyrit,6.0
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0887.jpg,pyrit,6.46
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0888.jpg,pyrit,6.06
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0889.jpg,pyrit,6.05
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0890.jpg,pyrit,6.17
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0891.jpg,pyrit,6.19
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0892.jpg,pyrit,6.11
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0893.jpg,pyrit,6.29
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0894.jpg,pyrit,6.22
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0895.jpg,pyrit,6.02
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0896.jpg,pyrit,6.16
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0897.jpg,pyrit,6.41
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0898.jpg,pyrit,6.34
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0899.jpg,pyrit,6.36
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0900.jpg,pyrit,6.35
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0901.jpg,pyrit,6.16
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0902.jpg,pyrit,6.05
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0903.jpg,pyrit,6.14
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0904.jpg,pyrit,6.42
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0905.jpg,pyrit,6.49
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0906.jpg,pyrit,6.25
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0907.jpg,pyrit,6.0
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0908.jpg,pyrit,6.07
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0909.jpg,pyrit,6.16
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0910.jpg,pyrit,6.29
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0911.jpg,pyrit,6.04
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0912.jpg,pyrit,6.47
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0913.jpg,pyrit,6.18
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0914.jpg,pyrit,6.46
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0915.jpg,pyrit,6.39
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0916.jpg,pyrit,6.38
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0917.jpg,pyrit,6.3
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0918.jpg,pyrit,6.31
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0919.jpg,pyrit,6.32
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0920.jpg,pyrit,6.31
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0921.jpg,pyrit,6.28
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0922.jpg,pyrit,6.49
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0923.jpg,pyrit,6.37
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0924.jpg,pyrit,6.39
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0925.jpg,pyrit,6.44
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0926.jpg,pyrit,6.11
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0927.jpg,pyrit,6.04
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0928.jpg,pyrit,6.24
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0929.jpg,pyrit,6.26
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0930.jpg,pyrit,6.41
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0931.jpg,pyrit,6.22
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0932.jpg,pyrit,6.29
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0933.jpg,pyrit,6.26
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0934.jpg,pyrit,6.02
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0935.jpg,pyrit,6.31
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0936.jpg,pyrit,6.41
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0937.jpg,pyrit,6.08
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0938.jpg,pyrit,6.3
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0939.jpg,pyrit,6.3
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0940.jpg,pyrit,6.08
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0941.jpg,pyrit,6.06
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0942.jpg,pyrit,6.49
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0943.jpg,pyrit,6.2
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0944.jpg,pyrit,6.11
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0945.jpg,pyrit,6.09
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0946.jpg,pyrit,6.33
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0947.jpg,pyrit,6.3
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0948.jpg,pyrit,6.32
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0949.jpg,pyrit,6.04
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0950.jpg,pyrit,6.45
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0951.jpg,pyrit,6.19
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0952.jpg,pyrit,6.16
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0953.jpg,pyrit,6.23
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0954.jpg,pyrit,6.2
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0955.jpg,pyrit,6.43
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0956.jpg,pyrit,6.46
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0957.jpg,pyrit,6.15
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0958.jpg,pyrit,6.43
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0959.jpg,pyrit,6.39
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0960.jpg,pyrit,6.47
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0961.jpg,pyrit,6.12
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0962.jpg,pyrit,6.29
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0963.jpg,pyrit,6.14
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0964.jpg,pyrit,6.41
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0965.jpg,pyrit,6.0
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0966.jpg,pyrit,6.28
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0967.jpg,pyrit,6.17
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0968.jpg,pyrit,6.16
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0969.jpg,pyrit,6.32
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0970.jpg,pyrit,6.43
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0971.jpg,pyrit,6.3
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0972.jpg,pyrit,6.43
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0973.jpg,pyrit,6.13
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0974.jpg,pyrit,6.26
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0975.jpg,pyrit,6.23
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0976.jpg,pyrit,6.01
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0977.jpg,pyrit,6.28
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0978.jpg,pyrit,6.33
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0979.jpg,pyrit,6.3
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0980.jpg,pyrit,6.37
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0981.jpg,pyrit,6.29
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0982.jpg,pyrit,6.03
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0983.jpg,pyrit,6.06
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0984.jpg,pyrit,6.3
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0985.jpg,pyrit,6.14
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0986.jpg,pyrit,6.04
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0987.jpg,pyrit,6.21
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0988.jpg,pyrit,6.28
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0989.jpg,pyrit,6.16
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0990.jpg,pyrit,6.36
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0991.jpg,pyrit,6.32
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0992.jpg,pyrit,6.17
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0993.jpg,pyrit,6.38
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0994.jpg,pyrit,6.32
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0995.jpg,pyrit,6.32
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0996.jpg,pyrit,6.28
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0997.jpg,pyrit,6.01
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0998.jpg,pyrit,6.35
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_0999.jpg,pyrit,6.19
C:/Users/dembe/Desktop/projet_minerai/images\pyrit\pyrit_1000.jpg,pyrit,6.47
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_1.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_10.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_100.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_101.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_102.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_103.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_104.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_105.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_106.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_107.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_108.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_109.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_11.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_110.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_111.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_112.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_113.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_114.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_115.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_116.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_117.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_118.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_119.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_12.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_120.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_121.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_122.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_123.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_124.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_125.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_126.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_127.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_128.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_129.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_13.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_130.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_131.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_132.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_133.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_134.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_135.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_136.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_137.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_138.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_139.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_14.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_140.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_141.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_142.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_143.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_144.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_145.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_146.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_147.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_148.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_149.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_15.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_150.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_151.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_152.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_153.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_154.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_155.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_156.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_157.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_158.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_159.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_16.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_160.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_161.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_162.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_163.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_164.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_165.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_166.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_167.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_168.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_169.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_17.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_170.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_171.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_172.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_173.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_174.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_175.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_176.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_177.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_178.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_179.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_18.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_180.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_181.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_182.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_183.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_184.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_185.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_186.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_187.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_188.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_189.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_19.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_190.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_191.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_192.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_193.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_194.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_195.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_196.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_197.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_198.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_199.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_2.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_20.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_200.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_201.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_202.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_21.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_22.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_23.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_24.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_25.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_26.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_27.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_28.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_29.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_3.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_30.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_31.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_32.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_33.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_34.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_35.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_36.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_37.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_38.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_39.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_4.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_40.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_41.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_42.jpg,quartz,7.0
C:/Users/dembe/Desktop/projet_minerai/images\quartz\aug_43.jpg,quartz,7.0
